Title	Author	Published At	Source	URL	Annotation 1	Annotation 2	Annotation 3
Mattel Pulls ‘Wicked’ Dolls After Mistakenly Listing Adult Porn Site on Packaging	Althea Legaspi	2024-11-11T02:40:51Z	Rolling Stone	https://www.rollingstone.com/tv-movies/tv-movie-news/mattel-pulls-wicked-dolls-adult-porn-site-packaging-1235161204/			
If you have to watch one (HBO) Max movie in November 2024, stream this one	Blair Marnell	2024-11-16T13:30:17Z	Digital Trends	https://www.digitaltrends.com/movies/if-you-have-to-watch-one-hbo-max-movie-in-november-2024-stream-this-one/			
Why Meg Ryan Disappeared From Hollywood	staff@slashfilm.com (Joe Roberts)	2024-11-16T15:00:05Z	/FILM	https://www.slashfilm.com/1714581/why-meg-ryan-disappeared-hollywood/			
What happens in your brain while you watch a movie		2024-11-06T18:22:34Z	Science Daily	https://www.sciencedaily.com/releases/2024/11/241106132234.htm			
Ghosts in the Machine	The Editors	2024-11-02T02:41:08Z	Jstor.org	https://daily.jstor.org/ghosts-in-the-machine/			
Keanu Reeves Replaced Another Hollywood Legend In The Devil's Advocate	staff@slashfilm.com (Danielle Ryan)	2024-10-26T13:45:52Z	/FILM	https://www.slashfilm.com/1696930/why-keanu-reeves-replaced-brad-pitt-the-devils-advocate/			
Paul Mescal will host ‘Saturday Night Live’ in December	Joe Allen	2024-11-17T15:11:19Z	Digital Trends	https://www.digitaltrends.com/movies/paul-mescal-host-saturday-night-live/			
Is Nicole Kidman lying about her divorce meme photo? An investigation	Zosha Millman	2024-11-20T18:28:28Z	Polygon	https://www.polygon.com/culture/481939/nicole-kidman-divorce-meme-tom-cruise-real-not			
Everyone’s Favorite Rom-Com Bestie Finally Has a Movie of Her Own. Why Did It Have to Be This One?	Heather Schwedel	2024-11-16T14:00:00Z	Slate Magazine	https://slate.com/culture/2024/11/best-christmas-pageant-ever-movie-judy-greer-2024.html			
Why Phoebe Cates Disappeared From Hollywood	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-15T13:45:58Z	/FILM	https://www.slashfilm.com/1712659/why-phoebe-cates-disappeared-hollywood/			
Teri Garr, actor, comedian and multiple sclerosis ambassador, dies at 79	Tanya Ballard Brown	2024-10-29T18:13:12Z	NPR	https://www.npr.org/2024/10/29/850826324/teri-garr-dead			
'Game of Thrones' Movie Reportedly in the Works at Warner Bros.	info@hypebeast.com (Hypebeast)	2024-11-01T14:17:36Z	HYPEBEAST	https://hypebeast.com/2024/11/game-of-thrones-movie-reportedly-in-the-works-at-warner-bros			
Why Cameron Diaz Disappeared From Hollywood	staff@slashfilm.com (Witney Seibold)	2024-11-03T19:45:00Z	/FILM	https://www.slashfilm.com/1699654/why-cameron-diaz-disappeared-hollywood/			
Cape Fear TV show from Martin Scorsese, Steven Spielberg, and Javier Bardem lands at Apple TV+	Dan Girolamo	2024-11-18T21:24:19Z	Digital Trends	https://www.digitaltrends.com/movies/cape-fear-tv-show-apple-tv-plus-martin-scorsese-steven-spielberg-javier-bardem/			
Why Amanda Bynes Disappeared From Hollywood	staff@slashfilm.com (Witney Seibold)	2024-11-10T17:00:28Z	/FILM	https://www.slashfilm.com/1705014/why-amanda-bynes-disappeared-hollywood/			
Netflix just made watching a Fast and Furious marathon easy	Austen Goslin	2024-11-13T13:53:28Z	Polygon	https://www.polygon.com/what-to-watch/477189/fast-furious-netflix-movies-streaming-which-watch			
The Real Reason Denzel Washington Turns Down So Many Roles	staff@slashfilm.com (Witney Seibold)	2024-11-19T14:00:54Z	/FILM	https://www.slashfilm.com/1705100/denzel-washington-turns-down-roles-reason/			
3 underrated movies on Hulu you need to watch in November 2024	Dan Girolamo	2024-11-07T17:30:59Z	Digital Trends	https://www.digitaltrends.com/movies/three-underrated-movies-on-hulu-you-need-to-watch-in-november-2024/			
Netflix's New Sci-Fi Horror Movie Dominates Global Streaming Charts	staff@slashfilm.com (Jeremy Mathai)	2024-11-04T16:45:19Z	/FILM	https://www.slashfilm.com/1704647/netflix-sci-fi-horror-movie-global-streaming-charts-time-cut/			
A Game Of Thrones Movie May Finally Be Happening	staff@slashfilm.com (Hannah Shaw-Williams)	2024-10-31T22:56:27Z	/FILM	https://www.slashfilm.com/1702912/game-of-thrones-movie-development-warner-bros/			
One Of The Scariest Video Games Ever Is Getting A Movie From A Horror Veteran	staff@slashfilm.com (Rafael Motamayor)	2024-10-30T16:16:14Z	/FILM	https://www.slashfilm.com/1701181/lionsgate-horror-video-game-outlast-movie-adaptation/			
Why Emilio Estevez Disappeared From Hollywood	staff@slashfilm.com (Witney Seibold)	2024-11-12T18:00:53Z	/FILM	https://www.slashfilm.com/1710711/why-emilio-estevez-disappeared-hollywood/			
Cameron Diaz Ends Hollywood Hiatus, 'Back In Action' With Jamie Foxx	TMZ Staff	2024-11-14T17:52:49Z	TMZ	https://www.tmz.com/2024/11/14/cameron-diaz-jamie-foxx-back-in-action-netflix-movie-comeback/			
10 Actors Who Were Fired From Major Hollywood Movies	staff@slashfilm.com (Nick Staniforth)	2024-11-18T23:45:29Z	/FILM	https://www.slashfilm.com/1714624/actors-fired-major-hollywood-movies/			
Why Matilda Star Mara Wilson Disappeared From Hollywood	staff@slashfilm.com (Danielle Ryan)	2024-11-08T16:00:25Z	/FILM	https://www.slashfilm.com/1707599/why-matilda-star-mara-wilson-disappeared-hollywood/			
Jack Nicholson's Final Movie Was A Star-Studded Box Office Flop	staff@slashfilm.com (Witney Seibold)	2024-11-02T16:00:24Z	/FILM	https://www.slashfilm.com/1698019/jack-nicholson-seemingly-final-movie-box-office-flop-how-do-you-know/			
Margot Robbie's Favorite Movie Of All Time Is A Stylish Crime Thriller	staff@slashfilm.com (Bill Bria)	2024-11-01T12:45:00Z	/FILM	https://www.slashfilm.com/1700785/margot-robbie-favorite-movie-all-time-crime-thriller-true-romance/			
'Lunik Heist:' A real-life CIA rocket kidnapping goes to Hollywood	Leonard David	2024-11-17T11:00:00Z	Space.com	https://www.space.com/space-exploration/launches-spacecraft/lunik-heist-a-real-life-cia-rocket-kidnapping-goes-to-hollywood			
Monty Python Only Played the Hollywood Bowl Because They Were Avoiding Writing ‘The Meaning of Life’	JM McNab	2024-10-24T20:30:00Z	Cracked.com	https://www.cracked.com/article_44105_monty-python-only-played-the-hollywood-bowl-because-they-were-avoiding-writing-the-meaning-of-life.html			
The Actress Who Relived Her Own Stalker Ordeal On Camera	Jon O'Brien	2024-11-11T22:59:00Z	Mental Floss	https://www.mentalfloss.com/theresa-saldana-victims-for-victims			
The 12 Best Navy SEAL Movies, Ranked	staff@slashfilm.com (Luke Y. Thompson)	2024-11-03T13:15:08Z	/FILM	https://www.slashfilm.com/1701555/best-navy-seal-movies-ranked/			
Stephen King Named One Movie Adaptation Of His Books A Trainwreck	staff@slashfilm.com (Ryan Scott)	2024-10-23T21:00:00Z	/FILM	https://www.slashfilm.com/1691594/stephen-king-movie-adaptation-dreamcatcher-trainwreck/			
Guess Who This Sweet Baby Turned Into!	TMZ Staff	2024-11-04T08:01:12Z	TMZ	https://www.tmz.com/2024/11/04/guess-who-this-sweet-baby-turned-into/			
Huckleberry Fox Dies: Former Child Actor Best Known For Playing Debra Winger’s Son In ‘Terms Of Endearment’ Was 50	Lynette Rice	2024-11-14T18:22:50Z	Deadline	https://deadline.com/2024/11/huckleberry-fox-dies-terms-of-endearment-child-actor-1236176981/			
Henry Cavill's Favorite Movie (And Actor) Of All Time	staff@slashfilm.com (Joe Roberts)	2024-11-19T13:45:56Z	/FILM	https://www.slashfilm.com/1712481/henry-cavill-favorite-movie-all-time/			
Clint Eastwood Could've Shared The Screen With A Hollywood Legend – But He Just Didn't Like Her	staff@slashfilm.com (Jeremy Smith)	2024-10-23T14:00:48Z	/FILM	https://www.slashfilm.com/1692457/clint-eastwood-almost-shared-screen-jane-fonda-didnt-like-her/			
'Man of Steel' Henry Cavill to star in new live-action 'Voltron' movie	stingrayghost@gmail.com (Jeff Spry)	2024-10-23T13:00:40Z	Space.com	https://www.space.com/henry-cavill-star-live-action-voltron-movie			
Blade Runner 2049's producer sues Musk, Tesla, and WBD for allegedly using AI to create imagery close to the film, despite a denied request, to promote Cybercab (Brooks Barnes/New York Times)		2024-10-21T18:30:15Z	Techmeme.com	https://www.techmeme.com/241021/p20			
New 'secret' Predator movie coming alongside 'Badlands' in 2025	Fran Ruiz	2024-10-28T16:00:00Z	Space.com	https://www.space.com/entertainment/space-movies-shows/new-secret-predator-movie-coming-alongside-badlands-in-2025			
'Predator: Badlands' coming to theaters in fall 2025	Fran Ruiz	2024-10-23T17:00:39Z	Space.com	https://www.space.com/predator-badlands-coming-to-theaters-in-fall-2025			
How to Stream 'Twisters': Watch the Box Office Hit Sequel From Anywhere	Aaron Pruner	2024-11-15T11:30:03Z	CNET	https://www.cnet.com/tech/services-and-software/how-to-stream-twisters-watch-the-box-office-hit-sequel-from-anywhere/			
Terrible Borderlands Movie Still Helped Sell More Games	Ethan Gach	2024-11-07T15:50:00Z	Kotaku	https://kotaku.com/borderlands-4-movie-sequel-sales-box-office-1851691830			
Jesse Eisenberg and Kieran Culkin Make a Radiantly Generous Duo in A Real Pain	Time	2024-11-01T17:56:25Z	Time	https://time.com/7171395/a-real-pain-review/			
Emilia Pérez Is an Exuberant Ode to Human Possibility	Stephanie Zacharek	2024-11-13T14:30:49Z	Time	https://time.com/7175205/emilia-perez-review-netflix/			
Bose QuietComfort Ultra Earbuds review: Setting the noise-canceling tone	ted@byteddyk.com (Ted Kritsonis)	2024-10-23T16:13:34Z	Android Central	https://www.androidcentral.com/accessories/audio/bose-quietcomfort-ultra-earbuds-review			
Honor Magic V3 long-term review: My new favorite foldable	harish.jonnalagadda@futurenet.com (Harish Jonnalagadda)	2024-11-05T16:01:05Z	Android Central	https://www.androidcentral.com/phones/honor-magic-v3-long-term-review			
TCL QM8 (2024) Review: Mini LED TV Gets Brighter, Richer Picture	Ty Pendlebury	2024-10-29T10:00:00Z	CNET	https://www.cnet.com/tech/home-entertainment/tcl-qm8-2024-review-mini-led-tv-gets-brighter-richer-picture/			
Dangbei Mars Pro 2 (DBOX02) review: A terrific 4K home laser projector	harish.jonnalagadda@futurenet.com (Harish Jonnalagadda)	2024-10-24T09:33:44Z	Android Central	https://www.androidcentral.com/streaming-tv/dangbei-mars-pro-2-dbox02-review			
The Remarkable Life Of Ibelin Review - The Real Warcraft Movie	Cameron Koch	2024-11-05T19:51:00Z	GameSpot	https://www.gamespot.com/reviews/the-remarkable-life-of-ibelin-review-the-real-warcraft-movie/1900-6418311/			
The Best New Movies of October 2024	Stephanie Zacharek	2024-10-31T17:47:31Z	Time	https://time.com/7160762/best-new-movies-october-2024/			
Death Stranding gets surprise Xbox release from Kojima Productions	Michael McWhertor	2024-11-07T14:40:39Z	Polygon	https://www.polygon.com/news/475655/death-stranding-xbox-release-kojima-productions			
Best Buy Deals of The Day: An Outstanding $800 Off One of Our Favorite 85-inch TVs	PC Mag	2024-11-04T16:16:55Z	PCMag.com	https://www.pcmag.com/deals/best-buy-deals-of-the-day-800-off-one-of-our-favorite-85-tv-november-4			
A Quiet Place: The Road Ahead Review	Tristan Ogilvie	2024-10-22T05:53:31Z	IGN	https://www.ign.com/articles/a-quiet-place-the-road-ahead-review			
Wicked Review: The Broadway Musical Becomes An Overlong And Messy Movie	staff@slashfilm.com (Witney Seibold)	2024-11-19T20:00:00Z	/FILM	https://www.slashfilm.com/1713820/wicked-movie-review/			
Death Stranding Finally Arrives On Xbox Series X, At $20	John Walker	2024-11-07T13:25:00Z	Kotaku	https://kotaku.com/death-stranding-xbox-series-x-hideo-kojima-1851691635			
18 New Things Your iPhone Can Do in iOS 18.1	Tim Hardwick	2024-10-21T08:44:45Z	MacRumors	https://www.macrumors.com/2024/10/21/18-new-things-your-iphone-can-do-ios-18-1/			
TCL QM7 2024 Review: Cheaper Doesn’t Mean Worse	Kyle Barr	2024-11-16T14:00:47Z	Gizmodo.com	https://gizmodo.com/tcl-qm7-2024-review-cheaper-doesnt-mean-worse-2000525155			
Marvel Legends Green Goblin Helmet Is A Sleek, Sharp Prop Replica, But It's Missing One Thing	staff@slashfilm.com (Ethan Anderton)	2024-10-21T11:00:47Z	/FILM	https://www.slashfilm.com/1692447/marvel-legends-green-goblin-helmet-replica-review-missing-one-thing/			
Omar Apollo Features in Trailer for Luca Guadagnino’s New A24 Movie Queer: Watch	Matthew Strauss	2024-10-29T13:47:41Z	Pitchfork	https://pitchfork.com/news/omar-apollo-features-in-trailer-for-luca-guadagnino-new-a24-movie-queer-watch/			
Sonic X Shadow Generations review: Sega finally lives and learns	Giovanni Colantonio	2024-10-25T12:20:33Z	Digital Trends	https://www.digitaltrends.com/gaming/sonic-x-shadow-generations-review-nintendo-switch/			
‘Paddington in Peru’ Review: Paddington Looks for His Roots in a Sequel that Loses its Way	David Ehrlich	2024-11-04T09:00:00Z	IndieWire	https://www.indiewire.com/criticism/movies/paddington-in-peru-movie-review-1235061942/			
‘Absolution’ Review: Liam Neeson Is Retiring from Action Movies at Just the Right Time	David Ehrlich	2024-10-31T13:45:00Z	IndieWire	https://www.indiewire.com/criticism/movies/absolution-review-liam-neeson-1235061627/			
The Worst Kevin Costner Movie, According To Rotten Tomatoes	staff@slashfilm.com (Joe Roberts)	2024-11-05T20:00:29Z	/FILM	https://www.slashfilm.com/1705264/kevin-costner-worst-movie-rotten-tomatoes/			
Venom: The Last Dance Review: Tom Hardy's Marvel Trilogy Ends With A Whimper	staff@slashfilm.com (Chris Evangelista)	2024-10-23T19:00:33Z	/FILM	https://www.slashfilm.com/1695477/venom-the-last-dance-tom-hardy-marvel-movie-review/			
Paddington In Peru Review: A Charming But Disappointing Sequel	staff@slashfilm.com (Rafael Motamayor)	2024-11-15T17:00:58Z	/FILM	https://www.slashfilm.com/1714376/paddington-in-peru-review/			
Heretic review: a must-see thriller with a killer lead performance	Alex Welch	2024-11-08T20:00:51Z	Digital Trends	https://www.digitaltrends.com/movies/heretic-2024-movie-review-hugh-grant-a24/			
Gladiator II Review: A Scene-Stealing Denzel Washington Keeps Ridley Scott's Sequel In Fighting Shape	staff@slashfilm.com (Chris Evangelista)	2024-11-11T14:00:26Z	/FILM	https://www.slashfilm.com/1708857/gladiator-2-ridley-scott-sequel-review/			
iOS 18.1 & iPadOS 18.1 review: baby steps with Apple Intelligence	news@appleinsider.com (Wesley Hilliard)	2024-10-28T15:21:49Z	AppleInsider	https://appleinsider.com/articles/24/10/28/ios-181-ipados-181-review-baby-steps-with-apple-intelligence			
Apple Mac Mini 2024 Review: A Button Push Away From Flawless	Sherri L Smith	2024-11-07T14:00:59Z	Gizmodo.com	https://gizmodo.com/apple-mac-mini-2024-review-a-button-push-away-from-flawless-2000521416			
Quentin Tarantino's Best Movie According To Rotten Tomatoes	staff@slashfilm.com (Nina Starner)	2024-11-18T01:00:00Z	/FILM	https://www.slashfilm.com/1693986/quentin-tarantino-best-movie-rotten-tomatoes/			
Henry Cavill's Worst Movie, According To Rotten Tomatoes	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-09T13:00:32Z	/FILM	https://www.slashfilm.com/1708626/henry-cavill-worst-movie-rotten-tomatoes/			
‘Venom: The Last Dance’ Review: The Greatest Love Story in Superhero Movie History Ends on an Entertainingly Generic Note	David Ehrlich	2024-10-23T19:00:00Z	IndieWire	https://www.indiewire.com/criticism/movies/venom-the-last-dance-review-1235059391/			
Here Review: This Forrest Gump Reunion Is An Interesting Experiment Gone Wrong	staff@slashfilm.com (Chris Evangelista)	2024-10-29T16:00:12Z	/FILM	https://www.slashfilm.com/1700012/here-2024-movie-review/			
One Detail In Tom Holland's Uncharted Got The Movie Banned In Two Countries	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-07T23:00:16Z	/FILM	https://www.slashfilm.com/1706600/tom-holland-uncharted-movie-detail-ban-vietnam-philippines/			
Samsung Galaxy Book5 Pro 360 review: as small as it is big	Mark Coppock	2024-11-18T23:41:22Z	Digital Trends	https://www.digitaltrends.com/computing/samsung-galaxy-book5-pro-360-review/			
Mark Wahlberg's 2021 Sci-Fi Flop Is Climbing Prime Video's Top Charts	staff@slashfilm.com (Danielle Ryan)	2024-10-24T18:56:31Z	/FILM	https://www.slashfilm.com/1696998/mark-wahlberg-sci-fi-flop-prime-video-top-charts-infinite/			
‘Music by John Williams’ Review: A Simple but Loving Documentary Tribute to One of the Greatest Film Composers Who’s Ever Lived	David Ehrlich	2024-11-01T16:45:00Z	IndieWire	https://www.indiewire.com/criticism/movies/music-by-john-williams-review-disney-plus-documentary-1235062113/			
'Cobra Kai' Season 6, Part 2 Release Date on Netflix	Aaron Pruner	2024-11-15T12:00:04Z	CNET	https://www.cnet.com/tech/services-and-software/cobra-kai-season-6-part-2-release-date-on-netflix/			
"SabersPro Luke lightsaber review: ""A premium, supersaver saber for duellists"""	Mike Harris	2024-11-19T19:00:15Z	Space.com	https://www.space.com/saberspro-luke-lightsaber-review			
"Borderlands movie studio says ""nearly everything that could go wrong did go wrong"""	Vikki Blake	2024-11-08T11:13:38Z	Eurogamer.net	https://www.eurogamer.net/borderlands-movie-studio-says-nearly-everything-that-could-go-wrong-did-go-wrong			
‘Joy’ Review: Bill Nighy and Thomasin McKenzie Give Birth to IVF in Middling Netflix Movie About the Hope and Happiness of Reproductive Freedom	David Ehrlich	2024-11-19T18:30:00Z	IndieWire	https://www.indiewire.com/criticism/movies/joy-movie-review-bill-nighy-netflix-ivf-1235067244/			
Watch Megan Thee Stallion Review ‘Sex and the City’ Characters on ‘Fallon’	Emily Zemler	2024-10-24T06:40:21Z	Rolling Stone	http://www.rollingstone.com/music/music-news/megan-thee-stallion-sex-and-the-city-fallon-1235141598/			
Review: Charlie McDowell's 'The Summer Book' is Sublime & Peaceful	Alex Billington	2024-11-04T18:36:59Z	First Showing	https://www.firstshowing.net/2024/review-charlie-mcdowells-the-summer-book-is-sublime-peaceful/			
Katy Perry Named This Grotesque Horror Flick The Best Movie Of 2024	staff@slashfilm.com (Jeremy Smith)	2024-11-11T23:43:20Z	/FILM	https://www.slashfilm.com/1710704/katy-perry-best-movie-2024-horror-the-substance/			
How To Watch The Substance At Home	staff@slashfilm.com (Jeremy Mathai)	2024-10-24T14:57:03Z	/FILM	https://www.slashfilm.com/1696546/how-watch-the-substance-at-home/			
‘The Substance’ Gets Streaming Release: Here’s How to Watch the Demi Moore Body-Horror Film Online	Atingley4	2024-11-04T19:35:34Z	Variety	https://variety.com/2024/film/news/how-to-watch-the-substance-online-streaming-1236199912/			
Scary Movies for Spooky Season	The New Yorker	2024-10-18T10:00:00Z	The New Yorker	https://www.newyorker.com/culture/goings-on/scary-movies-for-spooky-season			
‘The Substance’ Is Now Streaming: Where to Watch the Gory Thriller for Free	Jonathan Zavaleta	2024-10-31T19:18:09Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/the-substance-demi-moore-streaming-1235149084/			
This Disgusting Demi Moore Movie Just Became A New Horror Classic	Evan E. Lambert	2024-10-21T16:00:46Z	Thoughtcatalog.com	https://thoughtcatalog.com/evan-lambert/2024/10/this-disgusting-demi-moore-movie-just-became-a-new-horror-classic/			
Demi Moore’s ‘The Substance’ Makeup Photos Show Scary Side Of Character	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-01T23:54:07Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/01/demi-moores-the-substance-makeup-photos-show-scary-side-of-character/			
Smile 2 Star Naomi Scott Got Her Start In The Best Disney Channel Original Movie You've Never Seen	staff@slashfilm.com (BJ Colangelo)	2024-10-18T12:00:00Z	/FILM	https://www.slashfilm.com/1690672/naomi-scott-smile-2-star-best-disney-channel-original-movie-lemonade-mouth/			
Rob Lowe Says Whole ‘St. Elmo’s Fire’ Cast Will Return for Sequel, Which Is Not ‘Just a Money Run’	Samantha Bergeson	2024-10-23T19:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/rob-lowe-st-elmos-fire-cast-sequel-1235059387/			
Decision Room 2024: Team Moo Deng or Team Haggis?	Matt Novak	2024-11-04T21:30:07Z	Gizmodo.com	https://gizmodo.com/decision-room-2024-team-moo-deng-or-team-haggis-2000520331			
Gotham Nominations Add New Contenders Like ‘Babygirl’ to the Awards Race	Anne Thompson	2024-10-29T18:32:36Z	IndieWire	https://www.indiewire.com/awards/predictions/gotham-nominations-add-new-contenders-awards-race-1235060932/			
The Substance: Streaming Release Date Revealed For Horror Movie With 91% RT Score (And It's Soon)	Brennan Klein	2024-10-24T13:17:07Z	Screen Rant	https://screenrant.com/the-substance-movie-streaming-release-date-confirmed-mubi/			
Movies Watched, September 2024	Khoi	2024-10-21T00:50:12Z	Subtraction.com	https://www.subtraction.com/2024/10/20/movies-watched-september-2024/			
Fall's Buzziest New Thriller 'The Substance' Is Already Available To Stream	Chloe Williams​	2024-10-31T15:18:38Z	Brit + Co	https://www.brit.co/the-substance-movie/			
The Substance is the best body horror of 2024 and it's finally got a streaming date on Mubi	lucy.buglass@futurenet.com (Lucy Buglass)	2024-10-25T09:18:32Z	TechRadar	https://www.techradar.com/streaming/the-substance-is-the-best-body-horror-of-2024-and-its-finally-got-a-streaming-date-on-mubi			
European Film Awards: ‘The Substance’, ‘Emilia Pérez’ & ‘The Girl With The Needle’ Lead Arts & Craft Prizes	Melanie Goodfellow	2024-11-13T10:50:39Z	Deadline	http://deadline.com/2024/11/european-film-awards-arts-crafts-2024-winners-1236175097/			
Demi Moore Goes Pretty in Florals for 'The Substance' Premiere in Paris	Just Jared	2024-11-06T02:17:41Z	Just Jared	https://www.justjared.com/2024/11/05/demi-moore-goes-pretty-in-florals-for-the-substance-premiere-in-paris/			
10 Best Horror Movies Released This Year (Ranked)	Haiden Lovely	2024-10-24T11:53:43Z	The Escapist	https://www.escapistmagazine.com/best-horror-movies-released-this-year/			
Where to stream The Substance in Canada	Bradly Shankar	2024-10-26T18:31:37Z	MobileSyrup	https://mobilesyrup.com/2024/10/26/where-to-stream-the-substance-canada/			
Halloween-Costume Ideas for the Pop-Culture Super Fan	Mia Mercado	2024-10-17T15:00:16Z	The Cut	http://www.thecut.com/article/2024-halloween-costume-ideas-pop-culture-moo-deng.html			
After The Substance's Release, Demi Moore Got Real About Aging And How The Film 'Pushed' Her Out Of Her Comfort Zone	Ryan LaBee	2024-11-10T22:18:25Z	CinemaBlend	https://www.cinemablend.com/movies/after-the-substance-release-demi-moore-real-about-aging-film-pushed-her-out-of-comfort-zone			
Older Demos, Still Elusive, Bless ‘Conclave’ Amid Indie Surge – Specialty Box Office	jillg366	2024-10-27T19:31:05Z	Deadline	http://deadline.com/2024/10/conclave-older-moviegoers-theaters-indie-film-box-office-1236159448/			
Demi Moore on 'The Substance' Mania, “Scary” Oscar Buzz, and Keeping That Yellow Coat	David Canfield	2024-11-12T14:35:17Z	Vanity Fair	https://www.vanityfair.com/hollywood/demi-moore-the-substance-little-gold-men-awards-insider			
Rob Lowe Confirms Brief Romance With Demi Moore in the ’80s, Talks About Their Relationship Now	Just Jared	2024-10-24T02:30:53Z	Just Jared	https://www.justjared.com/2024/10/23/rob-lowe-confirms-brief-romance-with-demi-moore-in-the-80s-talks-about-their-relationship-now/			
‘It’s The Devil’: The Substance Director Discusses The Long Casting Process For That Creepy, Deep Voice In The Body Horror Movie	Eric Eisenberg	2024-10-31T13:32:53Z	CinemaBlend	https://www.cinemablend.com/interviews/its-the-devil-the-substance-director-discusses-long-casting-process-creepy-deep-voice-body-horror-movie			
THE SUBSTANCE Star Demi Moore Shares NSFW Elizabeth Sparkle Transformation Photos - SPOILERS	MarkCassidy	2024-11-02T13:20:17Z	CBM (Comic Book Movie)	https://comicbookmovie.com/horror/the-substance-star-demi-moore-shares-nsfw-elizabeth-sparkle-transformation-photos---spoilers-a214259			
"THE SUBSTANCE NSFW Behind-The-Scenes Photo Features Margaret Qualley as ""Monstro Eli-Sue"""	MarkCassidy	2024-10-22T23:36:04Z	CBM (Comic Book Movie)	https://comicbookmovie.com/horror/the-substance-nsfw-behind-the-scenes-photo-features-margaret-qualley-as-monstro-eli-sue-a214104			
"THE SUBSTANCE NSFW Behind-The-Scenes Photo Features Margaret Qually as ""Monstro Eli-Sue"""	MarkCassidy	2024-10-22T23:19:31Z	CBM (Comic Book Movie)	https://comicbookmovie.com/horror/the-substance-nsfw-behind-the-scenes-photo-features-margaret-qually-as-monstro-eli-sue-a214104			
Demi Moore on the Cover of Elle	ivn	2024-11-15T07:49:47Z	Livejournal.com	https://ohnotheydidnt.livejournal.com/129557248.html			
After Kylie Jenner Stunningly Channeled Demi Morre's Iconic Striptease Poster, The Actress Responded	Sarah El-Mahmoud	2024-10-31T21:40:10Z	CinemaBlend	https://www.cinemablend.com/movies/kylie-jenner-channeled-demi-morres-iconic-striptease-poster-actress-responded			
Demi Moore's 'Cankle Crisis': 'The Substance' Star, 61, 'Focusing on Every Little Imperfection' — And Is 'Convinced Ankles are Flabby'	Lauren McIver	2024-11-08T21:25:06Z	Radaronline.com	https://radaronline.com/p/demi-moore-cankles-star-focusing-imperfection-convinced-ankles-flabby/			
The Substance Might Not Be For Everyone, But I Want To Talk About The Visceral Self Love Message That's Still Giving Me Chills	Sarah El-Mahmoud	2024-10-26T15:04:00Z	CinemaBlend	https://www.cinemablend.com/movies/the-substance-might-not-be-for-everyone-but-i-want-to-talk-about-visceral-self-love-message-still-giving-me-chills			
The Substance: Demi Moore body horror film reaches MUBI streaming service on Halloween	Cody Hamman	2024-10-24T14:02:26Z	JoBlo.com	https://www.joblo.com/the-substance-mubi-2/			
Review: I Finally Watched THE SUBSTANCE and Holy F#!king Sh!t...	Joey Paur	2024-10-18T22:30:00Z	GeekTyrant	https://geektyrant.com/news/review-i-finally-watched-the-substance-and-holy-fking-sht			
Are Hallmark's actors too old? Fans fire back after exec allegedly says not to cast 'old people'		2024-10-28T17:38:11Z	CBC News	https://www.cbc.ca/news/entertainment/hallmark-lawsuit-1.7365416			
Post-Screening Movie Hype Tweets, Decoded	Nate Jones	2024-10-26T13:00:29Z	Vulture	http://www.vulture.com/article/gladiator-2-early-reviews-decoded.html			
C&L's Best Horror Movies Of 2024 For Halloween	John Amato	2024-10-31T03:00:01Z	Crooksandliars.com	https://crooksandliars.com/2024/10/cls-best-horror-2024-halloween			
Demi Moore Is Wildly Unrecognizable in Disturbing 'The Substance' Halloween Photos	Kayla Caldwell	2024-10-31T21:13:35Z	Newsweek	https://www.newsweek.com/entertainment/celebrity-news/demi-moore-unrecognizable-disturbing-substance-halloween-photos-1978255			
‘The Substance’ Is Now Available to Watch at Home!	John Squires	2024-10-31T18:26:54Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837992/the-substance-is-now-available-to-watch-at-home/			
Are Demi Moore and Michelle Yeoh’s Bold Choices Changing the Rules for Actresses of a Certain Age?	Sharon Knolle	2024-10-16T13:00:00Z	TheWrap	https://www.thewrap.com/demi-moore-the-substance-michelle-yeoh-women-aging-in-hollywood/			
‘The Substance’ Comes Home for Halloween; Here’s How to Watch It	John Squires	2024-10-24T13:14:00Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837010/the-substance-comes-home-for-halloween-heres-how-to-watch-it/			
Amber Tamblyn Reveals Plastic Surgery Procedure She Had Done at Age 12, Reflects on Her Decision Today	Just Jared	2024-10-21T16:36:01Z	Just Jared	https://www.justjared.com/2024/10/21/amber-tamblyn-reveals-plastic-surgery-procedure-she-had-done-at-age-12-reflects-on-her-decision-today/			
Fans are shocked that Demi Moore’s gory, messed-up horror film is in this Golden Globes category	Sean Mandell	2024-10-23T21:44:50Z	New York Post	https://nypost.com/2024/10/23/entertainment/demi-moores-horror-film-the-substance-submitted-as-comedy-for-golden-globes-shocking-fans/			
