Title	Author	Published At	Source	URL	Aamir Annotation	Jonathan Annotation	James Annotation
New Horror Movie Heretic Was Inspired by Robert Zemeckis’ Contact	Germain Lussier	2024-11-08T00:00:46Z	Gizmodo.com	https://gizmodo.com/heretic-interview-beck-woods-hugh-grant-contact-movie-2000520464			
The Minecraft Movie’s New Trailer Sure Does Continue to Look Like That	Cheryl Eddy	2024-11-19T20:58:32Z	Gizmodo.com	https://gizmodo.com/the-minecraft-movies-new-trailer-sure-does-continue-to-look-like-that-2000526652			
Fallout Season 2 Is Adding a Mystery New Star	Gordon Jackson	2024-11-08T14:19:31Z	Gizmodo.com	https://gizmodo.com/fallout-season-2-macaulay-culkin-casting-details-amazon-2000521885			
Wallace & Gromit: Vengeance Most Fowl Is a Greatest Hits Movie, For Better and Worse	James Whitbrook	2024-10-28T20:31:03Z	Gizmodo.com	https://gizmodo.com/wallace-and-gromit-vengeance-most-fowl-review-netflix-bbc-2000517567			
‘Wicked,’ ‘Gladiator II,’ and All the Films and TV Shows We’re Watching This November	John Lonsdale	2024-11-01T17:16:08Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/what-to-watch-november-2024-best-movies-tv-shows-wicked-1235150422/			
‘Ice Age 6’ Is Happening With Ray Romano, John Leguizamo, Queen Latifah & More Back	anthonypauldalessandro	2024-11-08T20:26:03Z	Deadline	http://deadline.com/2024/11/ice-age-6-1236171187/			
TOHO Announces New ‘Godzilla Minus One’ Sequel From Takashi Yamazaki	"Mark Hughes, Contributor, 
 Mark Hughes, Contributor
 https://www.forbes.com/sites/markhughes/"	2024-11-01T15:45:04Z	Forbes	https://www.forbes.com/sites/markhughes/2024/11/01/toho-announces-new-godzilla-minus-one-sequel-from-takashi-yamazaki/			
The Director of the Best Godzilla Movie Is Directing Another Godzilla Movie	Liz Shannon Miller	2024-11-01T15:50:42Z	Consequence.net	https://consequence.net/2024/11/new-godzilla-movie-godzilla-minus-one/			
One Final Trailer for Disney's Animated 'Mufasa: The Lion King' Prequel	Alex Billington	2024-11-08T20:40:50Z	First Showing	https://www.firstshowing.net/2024/one-final-trailer-for-disneys-animated-mufasa-the-lion-king-prequel/			
Angelina Jolie to Star in New Movie 'Stitches' About Paris Fashion Week	Just Jared	2024-11-19T19:22:08Z	Just Jared	https://www.justjared.com/2024/11/19/angelina-jolie-to-star-in-new-movie-stitches-about-paris-fashion-week/			
Joaquin Phoenix’s ‘Joker: Folie À Deux’ Gets Max Streaming Date	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-17T03:41:27Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/16/joaquin-phoenixs-joker-folie--deux-gets-max-streaming-date/			
‘Vermiglio’: Sideshow & Janus Films Set U.S. Release Date For Italy’s Oscar Submission	Nancy Tartaglione	2024-10-22T14:00:34Z	Deadline	http://deadline.com/2024/10/vermiglio-us-release-date-italy-oscar-submission-1236129715/			
‘Anora’ Proves There’s Plenty of Life in the Awards Box Office	David Canfield	2024-11-01T18:03:24Z	Vanity Fair	https://www.vanityfair.com/hollywood/story/anora-conclave-substance-box-office-awards-insider			
Weekend Box Office: 'Red One' Takes the Top Spot	scriptedending	2024-11-17T18:08:57Z	Livejournal.com	https://ohnotheydidnt.livejournal.com/129569768.html			
Venom: The Last Dance Wins The Weekend Again And Crosses A Box Office Milestone As Here Starring Tom Hanks Fails To Garner Much Buzz	Eric Eisenberg	2024-11-03T20:06:14Z	CinemaBlend	https://www.cinemablend.com/movies/box-office/venom-the-last-dance-wins-weekend-box-office-again-crosses-milestone-here-tom-hanks-fails-garner-buzz			
Deadpool & Wolverine's Physical Release Success Teased By Deadpool's Creator	Nicolas Ayala	2024-11-07T15:05:51Z	Screen Rant	https://screenrant.com/deadpool-and-wolverine-physical-release-success-rob-liefeld-tease/			
Box Office: Red One Continues Dwayne Johnson's Streak Of Disappointments Despite Ending Venom 3's Reign [Full Chart Update]	Brennan Klein	2024-11-17T16:15:45Z	Screen Rant	https://screenrant.com/red-one-venom-3-heretic-box-office-chart-dwayne-johnson/			
‘Venom 3’ stings the box office again	Associated Press	2024-11-03T22:00:48Z	Boston Herald	https://www.bostonherald.com/2024/11/03/venom-3-stings-the-box-office-again/			
The importance of competitive potential in building the international competitiveness of food industry companies: Evidence from Poland	Katarzyna Monika Łukiewska	2024-10-25T14:00:00Z	Plos.org	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312512			
Tallinn Black Nights Fest Honcho Tiina Lokk on her Program, Fighting Conflicts and Cuts. ‘If Someday A-List Stars Would Like to Come We’ll Find the Money’	John Hopewell	2024-11-08T08:41:05Z	Variety	https://variety.com/2024/film/global/tallinn-black-nights-omar-sy-klaus-haro-tiina-lokk-1236204593/			
Notes on Guyana	impish9208	2024-11-08T21:44:20Z	Mattlakeman.org	https://mattlakeman.org/2024/11/08/notes-on-guyana/			
Star Wars Rey Movie Keeps Loosing Writers	Ethan Gach	2024-10-25T14:00:00Z	Kotaku	https://kotaku.com/star-wars-rey-daisy-ridley-jedi-order-release-date-1851681311			
Apple Seeds macOS Sequoia 15.1 Release Candidate	Juli Clover	2024-10-21T17:09:21Z	MacRumors	https://www.macrumors.com/2024/10/21/apple-seeds-macos-sequoia-15-1-release-candidate/			
Kevin Feige Still Wants Us To Believe Blade Is Coming To The MCU	Keith Nelson Jr	2024-11-12T19:50:00Z	Kotaku	https://kotaku.com/marvel-kevin-feige-mcu-blade-1851696307			
Paul Bettany says he’s really excited for the upcoming Vision spinoff series	Joe Allen	2024-10-27T17:54:09Z	Digital Trends	https://www.digitaltrends.com/movies/paul-bettany-really-excited-vision-spin-off-series/			
Barry Keoghan Stars in Fontaines D.C.’s New Video for “Bug”: Watch	Nina Corcoran	2024-11-04T15:11:40Z	Pitchfork	https://pitchfork.com/news/barry-keoghan-stars-in-fontaines-dc-new-video-for-bug-watch/			
Special VHS Release for 'Alien: Romulus' Announced by 20th Century Studios	EditorDavid	2024-10-21T02:34:00Z	Slashdot.org	https://entertainment.slashdot.org/story/24/10/21/0046258/special-vhs-release-for-alien-romulus-announced-by-20th-century-studios			
Predator: Badlands Is Taking The Sci-Fi Franchise In A Wild Direction We Haven't Seen Before	staff@slashfilm.com (Ryan Scott)	2024-11-15T17:11:09Z	/FILM	https://www.slashfilm.com/1714550/predator-badlands-sci-fi-franchise-new-direction/			
Keke Palmer and SZA Run Low on Time and Money But Not Jokes in ‘One of Them Days’ Trailer	Larisha Paul	2024-10-24T18:01:52Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/keke-palmer-sza-one-of-them-days-trailer-1235141932/			
‘The Oregon Trail’ Video Game Will Be Adapted Into a Comedy Movie	CaLea Johnson	2024-10-29T23:02:00Z	Mental Floss	https://www.mentalfloss.com/oregon-trail-video-game-movie-adaptation			
Deadpool And Wolverine Starts Streaming On Disney Plus In November	Evan Campbell	2024-10-30T14:16:00Z	GameSpot	https://www.gamespot.com/articles/deadpool-and-wolverine-starts-streaming-on-disney-plus-in-november/1100-6527478/			
7 Things To Know Before Starting Sonic X Shadow Generations	Kenneth Shepard	2024-10-22T16:13:35Z	Kotaku	https://kotaku.com/sonic-x-shadow-generations-which-to-play-first-bolts-1851678363			
James Gunn Has Even More Wild DCU Rumors to Debunk	Gordon Jackson	2024-10-29T13:00:38Z	Gizmodo.com	https://gizmodo.com/james-gunn-dc-dua-lipa-rumor-debunk-2000517829			
Fawesome’s November streaming lineup includes Interstellar, Zodiac, and It Follows	Dan Girolamo	2024-11-05T20:53:06Z	Digital Trends	https://www.digitaltrends.com/movies/fawesome-november-streaming-lineup-2024-interstellar-zodiac-it-follows/			
Official Trailer for 'Detective Dotson: The Movie' Video Game Comedy	Alex Billington	2024-11-11T16:11:05Z	First Showing	https://www.firstshowing.net/2024/official-trailer-for-detective-dotson-the-movie-video-game-comedy/			
Timothée Chalamet's Favorite Movie Of His Didn't Do Anything For His Career	staff@slashfilm.com (Jeremy Smith)	2024-11-14T22:00:56Z	/FILM	https://www.slashfilm.com/1712561/timothee-chalamet-favorite-movie-didnt-help-career-interstellar/			
Demolition Man 4K Limited Edition Gets Big Preorder Discount At Amazon	Darryn Bonthuys	2024-11-08T18:20:00Z	GameSpot	https://www.gamespot.com/articles/demolition-man-4k-limited-edition-gets-big-preorder-discount-at-amazon/1100-6527645/			
Keanu Reeves Was Dedicated To Researching Shadow For Sonic The Hedgehog 3	Blair Marnell	2024-10-30T17:55:00Z	GameSpot	https://www.gamespot.com/articles/keanu-reeves-was-dedicated-to-researching-shadow-for-sonic-the-hedgehog-3/1100-6527492/			
The Original John Wick Was Saved By A Surprising Producer	Blair Marnell	2024-10-24T17:14:00Z	GameSpot	https://www.gamespot.com/articles/the-original-john-wick-was-saved-by-a-surprising-producer/1100-6527367/			
‘Gladiator’ Arrives on Limited-Edition Steelbook, Ahead of Film’s Upcoming Sequel Release	Tim Chan	2024-11-11T00:50:55Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/how-to-watch-gladiator-movies-online-streaming-1235161188/			
‘Ferrari’, ‘Lamborghini’ & ‘Maserati’ Producer Andrea Iervolino Revving Up ‘Bugatti’ Movie Next	Andreas Wiseman	2024-10-21T08:00:00Z	Deadline	http://deadline.com/2024/10/bugatti-ettore-movie-ferrari-producer-andrea-iervolino-1236121539/			
Ariana Grande, Cynthia Erivo Perform 'I'm Every Woman' Live on 'Today'	TMZ Staff	2024-11-13T15:35:50Z	TMZ	https://www.tmz.com/2024/11/13/wicked-ariana-grande-cynthia-erivo-perform-every-woman-live-today-show/			
Apple TV+ Debuts Star-Studded Trailer for Seth Rogen's Comedy Series 'The Studio'	info@hypebeast.com (Hypebeast)	2024-11-20T03:57:31Z	HYPEBEAST	https://hypebeast.com/2024/11/apple-tv-plus-seth-rogen-the-studio-trailer-stream			
Will You Trust Tom Cruise ‘One Last Time’ With Final ‘Mission Impossible’ Movie?	Kalia Richardson	2024-11-11T17:28:05Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/tom-cruise-mission-impossible-final-reckoning-teaser-1235161347/			
Netflix Gives Audiences First Peek At New ‘Peaky Blinder’ Barry Keoghan	Max Goldbart	2024-11-01T15:23:31Z	Deadline	http://deadline.com/2024/11/netflix-first-look-barry-keoghan-peaky-blinders-movie-1236164422/			
Denzel Washington Could Make His Marvel Debut In Black Panther 3	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-12T12:58:02Z	/FILM	https://www.slashfilm.com/1710917/denzel-washington-black-panther-3-marvel-debut/			
13 fictional presidents we'd love to see in office — and 8 we wouldn't vote for	Gabbi Shaw	2024-11-05T17:26:36Z	Business Insider	https://www.businessinsider.com/best-and-worst-fictional-presidents-movies-tv			
‘How To Train Your Dragon’ Pre-Production Costs Soar Beyond $50 Million	"Caroline Reid, Senior Contributor, 
 Caroline Reid, Senior Contributor
 https://www.forbes.com/sites/carolinereid/"	2024-11-19T15:32:45Z	Forbes	https://www.forbes.com/sites/carolinereid/2024/11/19/how-to-train-your-dragon-pre-production-costs-soar-beyond-50-million/			
Tom Holland has reportedly been cast in Christopher Nolan's next movie. Fans hope it will help him launch a career outside Marvel.	Ayomikun Adekaiyero	2024-10-22T12:30:30Z	Business Insider	https://www.businessinsider.com/tom-holland-cast-christopher-nolan-movie-career-marvel-spider-man-2024-10			
The Real Reason Denzel Washington Turns Down So Many Roles	staff@slashfilm.com (Witney Seibold)	2024-11-19T14:00:54Z	/FILM	https://www.slashfilm.com/1705100/denzel-washington-turns-down-roles-reason/			
3 underrated movies on Hulu you need to watch in November 2024	Dan Girolamo	2024-11-07T17:30:59Z	Digital Trends	https://www.digitaltrends.com/movies/three-underrated-movies-on-hulu-you-need-to-watch-in-november-2024/			
Netflix's New Sci-Fi Horror Movie Dominates Global Streaming Charts	staff@slashfilm.com (Jeremy Mathai)	2024-11-04T16:45:19Z	/FILM	https://www.slashfilm.com/1704647/netflix-sci-fi-horror-movie-global-streaming-charts-time-cut/			
A Game Of Thrones Movie May Finally Be Happening	staff@slashfilm.com (Hannah Shaw-Williams)	2024-10-31T22:56:27Z	/FILM	https://www.slashfilm.com/1702912/game-of-thrones-movie-development-warner-bros/			
One Of The Scariest Video Games Ever Is Getting A Movie From A Horror Veteran	staff@slashfilm.com (Rafael Motamayor)	2024-10-30T16:16:14Z	/FILM	https://www.slashfilm.com/1701181/lionsgate-horror-video-game-outlast-movie-adaptation/			
Monty Python Only Played the Hollywood Bowl Because They Were Avoiding Writing ‘The Meaning of Life’	JM McNab	2024-10-24T20:30:00Z	Cracked.com	https://www.cracked.com/article_44105_monty-python-only-played-the-hollywood-bowl-because-they-were-avoiding-writing-the-meaning-of-life.html			
The Best New Movies of October 2024	Stephanie Zacharek	2024-10-31T17:47:31Z	Time	https://time.com/7160762/best-new-movies-october-2024/			
Best Buy Deals of The Day: An Outstanding $800 Off One of Our Favorite 85-inch TVs	PC Mag	2024-11-04T16:16:55Z	PCMag.com	https://www.pcmag.com/deals/best-buy-deals-of-the-day-800-off-one-of-our-favorite-85-tv-november-4			
A Quiet Place: The Road Ahead Review	Tristan Ogilvie	2024-10-22T05:53:31Z	IGN	https://www.ign.com/articles/a-quiet-place-the-road-ahead-review			
Wicked Review: The Broadway Musical Becomes An Overlong And Messy Movie	staff@slashfilm.com (Witney Seibold)	2024-11-19T20:00:00Z	/FILM	https://www.slashfilm.com/1713820/wicked-movie-review/			
Death Stranding Finally Arrives On Xbox Series X, At $20	John Walker	2024-11-07T13:25:00Z	Kotaku	https://kotaku.com/death-stranding-xbox-series-x-hideo-kojima-1851691635			
Marvel Legends Green Goblin Helmet Is A Sleek, Sharp Prop Replica, But It's Missing One Thing	staff@slashfilm.com (Ethan Anderton)	2024-10-21T11:00:47Z	/FILM	https://www.slashfilm.com/1692447/marvel-legends-green-goblin-helmet-replica-review-missing-one-thing/			
Omar Apollo Features in Trailer for Luca Guadagnino’s New A24 Movie Queer: Watch	Matthew Strauss	2024-10-29T13:47:41Z	Pitchfork	https://pitchfork.com/news/omar-apollo-features-in-trailer-for-luca-guadagnino-new-a24-movie-queer-watch/			
Sonic X Shadow Generations review: Sega finally lives and learns	Giovanni Colantonio	2024-10-25T12:20:33Z	Digital Trends	https://www.digitaltrends.com/gaming/sonic-x-shadow-generations-review-nintendo-switch/			
‘Paddington in Peru’ Review: Paddington Looks for His Roots in a Sequel that Loses its Way	David Ehrlich	2024-11-04T09:00:00Z	IndieWire	https://www.indiewire.com/criticism/movies/paddington-in-peru-movie-review-1235061942/			
‘Absolution’ Review: Liam Neeson Is Retiring from Action Movies at Just the Right Time	David Ehrlich	2024-10-31T13:45:00Z	IndieWire	https://www.indiewire.com/criticism/movies/absolution-review-liam-neeson-1235061627/			
Venom: The Last Dance Review: Tom Hardy's Marvel Trilogy Ends With A Whimper	staff@slashfilm.com (Chris Evangelista)	2024-10-23T19:00:33Z	/FILM	https://www.slashfilm.com/1695477/venom-the-last-dance-tom-hardy-marvel-movie-review/			
Paddington In Peru Review: A Charming But Disappointing Sequel	staff@slashfilm.com (Rafael Motamayor)	2024-11-15T17:00:58Z	/FILM	https://www.slashfilm.com/1714376/paddington-in-peru-review/			
Heretic review: a must-see thriller with a killer lead performance	Alex Welch	2024-11-08T20:00:51Z	Digital Trends	https://www.digitaltrends.com/movies/heretic-2024-movie-review-hugh-grant-a24/			
Gladiator II Review: A Scene-Stealing Denzel Washington Keeps Ridley Scott's Sequel In Fighting Shape	staff@slashfilm.com (Chris Evangelista)	2024-11-11T14:00:26Z	/FILM	https://www.slashfilm.com/1708857/gladiator-2-ridley-scott-sequel-review/			
Quentin Tarantino's Best Movie According To Rotten Tomatoes	staff@slashfilm.com (Nina Starner)	2024-11-18T01:00:00Z	/FILM	https://www.slashfilm.com/1693986/quentin-tarantino-best-movie-rotten-tomatoes/			
Henry Cavill's Worst Movie, According To Rotten Tomatoes	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-09T13:00:32Z	/FILM	https://www.slashfilm.com/1708626/henry-cavill-worst-movie-rotten-tomatoes/			
‘Venom: The Last Dance’ Review: The Greatest Love Story in Superhero Movie History Ends on an Entertainingly Generic Note	David Ehrlich	2024-10-23T19:00:00Z	IndieWire	https://www.indiewire.com/criticism/movies/venom-the-last-dance-review-1235059391/			
One Detail In Tom Holland's Uncharted Got The Movie Banned In Two Countries	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-07T23:00:16Z	/FILM	https://www.slashfilm.com/1706600/tom-holland-uncharted-movie-detail-ban-vietnam-philippines/			
Mark Wahlberg's 2021 Sci-Fi Flop Is Climbing Prime Video's Top Charts	staff@slashfilm.com (Danielle Ryan)	2024-10-24T18:56:31Z	/FILM	https://www.slashfilm.com/1696998/mark-wahlberg-sci-fi-flop-prime-video-top-charts-infinite/			
‘Music by John Williams’ Review: A Simple but Loving Documentary Tribute to One of the Greatest Film Composers Who’s Ever Lived	David Ehrlich	2024-11-01T16:45:00Z	IndieWire	https://www.indiewire.com/criticism/movies/music-by-john-williams-review-disney-plus-documentary-1235062113/			
'Cobra Kai' Season 6, Part 2 Release Date on Netflix	Aaron Pruner	2024-11-15T12:00:04Z	CNET	https://www.cnet.com/tech/services-and-software/cobra-kai-season-6-part-2-release-date-on-netflix/			
"SabersPro Luke lightsaber review: ""A premium, supersaver saber for duellists"""	Mike Harris	2024-11-19T19:00:15Z	Space.com	https://www.space.com/saberspro-luke-lightsaber-review			
"Borderlands movie studio says ""nearly everything that could go wrong did go wrong"""	Vikki Blake	2024-11-08T11:13:38Z	Eurogamer.net	https://www.eurogamer.net/borderlands-movie-studio-says-nearly-everything-that-could-go-wrong-did-go-wrong			
‘Joy’ Review: Bill Nighy and Thomasin McKenzie Give Birth to IVF in Middling Netflix Movie About the Hope and Happiness of Reproductive Freedom	David Ehrlich	2024-11-19T18:30:00Z	IndieWire	https://www.indiewire.com/criticism/movies/joy-movie-review-bill-nighy-netflix-ivf-1235067244/			
Watch Megan Thee Stallion Review ‘Sex and the City’ Characters on ‘Fallon’	Emily Zemler	2024-10-24T06:40:21Z	Rolling Stone	http://www.rollingstone.com/music/music-news/megan-thee-stallion-sex-and-the-city-fallon-1235141598/			
Review: Charlie McDowell's 'The Summer Book' is Sublime & Peaceful	Alex Billington	2024-11-04T18:36:59Z	First Showing	https://www.firstshowing.net/2024/review-charlie-mcdowells-the-summer-book-is-sublime-peaceful/			
How To Watch The Substance At Home	staff@slashfilm.com (Jeremy Mathai)	2024-10-24T14:57:03Z	/FILM	https://www.slashfilm.com/1696546/how-watch-the-substance-at-home/			
Scary Movies for Spooky Season	The New Yorker	2024-10-18T10:00:00Z	The New Yorker	https://www.newyorker.com/culture/goings-on/scary-movies-for-spooky-season			
‘The Substance’ Is Now Streaming: Where to Watch the Gory Thriller for Free	Jonathan Zavaleta	2024-10-31T19:18:09Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/the-substance-demi-moore-streaming-1235149084/			
This Disgusting Demi Moore Movie Just Became A New Horror Classic	Evan E. Lambert	2024-10-21T16:00:46Z	Thoughtcatalog.com	https://thoughtcatalog.com/evan-lambert/2024/10/this-disgusting-demi-moore-movie-just-became-a-new-horror-classic/			
Smile 2 Star Naomi Scott Got Her Start In The Best Disney Channel Original Movie You've Never Seen	staff@slashfilm.com (BJ Colangelo)	2024-10-18T12:00:00Z	/FILM	https://www.slashfilm.com/1690672/naomi-scott-smile-2-star-best-disney-channel-original-movie-lemonade-mouth/			
Rob Lowe Says Whole ‘St. Elmo’s Fire’ Cast Will Return for Sequel, Which Is Not ‘Just a Money Run’	Samantha Bergeson	2024-10-23T19:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/rob-lowe-st-elmos-fire-cast-sequel-1235059387/			
Decision Room 2024: Team Moo Deng or Team Haggis?	Matt Novak	2024-11-04T21:30:07Z	Gizmodo.com	https://gizmodo.com/decision-room-2024-team-moo-deng-or-team-haggis-2000520331			
Gotham Nominations Add New Contenders Like ‘Babygirl’ to the Awards Race	Anne Thompson	2024-10-29T18:32:36Z	IndieWire	https://www.indiewire.com/awards/predictions/gotham-nominations-add-new-contenders-awards-race-1235060932/			
Movies Watched, September 2024	Khoi	2024-10-21T00:50:12Z	Subtraction.com	https://www.subtraction.com/2024/10/20/movies-watched-september-2024/			
The Substance is the best body horror of 2024 and it's finally got a streaming date on Mubi	lucy.buglass@futurenet.com (Lucy Buglass)	2024-10-25T09:18:32Z	TechRadar	https://www.techradar.com/streaming/the-substance-is-the-best-body-horror-of-2024-and-its-finally-got-a-streaming-date-on-mubi			
European Film Awards: ‘The Substance’, ‘Emilia Pérez’ & ‘The Girl With The Needle’ Lead Arts & Craft Prizes	Melanie Goodfellow	2024-11-13T10:50:39Z	Deadline	http://deadline.com/2024/11/european-film-awards-arts-crafts-2024-winners-1236175097/			
Halloween-Costume Ideas for the Pop-Culture Super Fan	Mia Mercado	2024-10-17T15:00:16Z	The Cut	http://www.thecut.com/article/2024-halloween-costume-ideas-pop-culture-moo-deng.html			
Older Demos, Still Elusive, Bless ‘Conclave’ Amid Indie Surge – Specialty Box Office	jillg366	2024-10-27T19:31:05Z	Deadline	http://deadline.com/2024/10/conclave-older-moviegoers-theaters-indie-film-box-office-1236159448/			
Demi Moore on 'The Substance' Mania, “Scary” Oscar Buzz, and Keeping That Yellow Coat	David Canfield	2024-11-12T14:35:17Z	Vanity Fair	https://www.vanityfair.com/hollywood/demi-moore-the-substance-little-gold-men-awards-insider			
Rob Lowe Confirms Brief Romance With Demi Moore in the ’80s, Talks About Their Relationship Now	Just Jared	2024-10-24T02:30:53Z	Just Jared	https://www.justjared.com/2024/10/23/rob-lowe-confirms-brief-romance-with-demi-moore-in-the-80s-talks-about-their-relationship-now/			
Demi Moore on the Cover of Elle	ivn	2024-11-15T07:49:47Z	Livejournal.com	https://ohnotheydidnt.livejournal.com/129557248.html			
After Kylie Jenner Stunningly Channeled Demi Morre's Iconic Striptease Poster, The Actress Responded	Sarah El-Mahmoud	2024-10-31T21:40:10Z	CinemaBlend	https://www.cinemablend.com/movies/kylie-jenner-channeled-demi-morres-iconic-striptease-poster-actress-responded			
Demi Moore's 'Cankle Crisis': 'The Substance' Star, 61, 'Focusing on Every Little Imperfection' — And Is 'Convinced Ankles are Flabby'	Lauren McIver	2024-11-08T21:25:06Z	Radaronline.com	https://radaronline.com/p/demi-moore-cankles-star-focusing-imperfection-convinced-ankles-flabby/			
Review: I Finally Watched THE SUBSTANCE and Holy F#!king Sh!t...	Joey Paur	2024-10-18T22:30:00Z	GeekTyrant	https://geektyrant.com/news/review-i-finally-watched-the-substance-and-holy-fking-sht			
Are Hallmark's actors too old? Fans fire back after exec allegedly says not to cast 'old people'		2024-10-28T17:38:11Z	CBC News	https://www.cbc.ca/news/entertainment/hallmark-lawsuit-1.7365416			
Are Demi Moore and Michelle Yeoh’s Bold Choices Changing the Rules for Actresses of a Certain Age?	Sharon Knolle	2024-10-16T13:00:00Z	TheWrap	https://www.thewrap.com/demi-moore-the-substance-michelle-yeoh-women-aging-in-hollywood/			
‘The Substance’ Comes Home for Halloween; Here’s How to Watch It	John Squires	2024-10-24T13:14:00Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837010/the-substance-comes-home-for-halloween-heres-how-to-watch-it/			
Amber Tamblyn Reveals Plastic Surgery Procedure She Had Done at Age 12, Reflects on Her Decision Today	Just Jared	2024-10-21T16:36:01Z	Just Jared	https://www.justjared.com/2024/10/21/amber-tamblyn-reveals-plastic-surgery-procedure-she-had-done-at-age-12-reflects-on-her-decision-today/			
Fans are shocked that Demi Moore’s gory, messed-up horror film is in this Golden Globes category	Sean Mandell	2024-10-23T21:44:50Z	New York Post	https://nypost.com/2024/10/23/entertainment/demi-moores-horror-film-the-substance-submitted-as-comedy-for-golden-globes-shocking-fans/			
9 movies where food is the main course	Scott Hocker, The Week US	2024-10-28T17:20:11Z	The Week Magazine	https://theweek.com/culture-life/film/movies-food-starring-role			
Demi Moore and Rob Lowe 'briefly had a thing'	Bethany Minelle	2024-10-25T10:26:00Z	Sky.com	https://news.sky.com/story/demi-moore-and-rob-lowe-briefly-had-a-thing-during-st-elmos-fire-13240938			
Smile Because It Happened	Joe Reid	2024-10-22T20:45:38Z	Vulture	http://www.vulture.com/article/smile-2-box-office-movies-league-newsletter.html			
Does ‘Gladiator II’ Have a Sword’s Chance at the Oscars?	Azwan Badruzaman	2024-10-25T23:00:00Z	IndieWire	https://www.indiewire.com/features/podcast/gladiator-2-oscar-chances-1235060342/			
‘Anora’ Is the Hero Gothams Need	Joe Reid	2024-10-30T20:45:02Z	Vulture	http://www.vulture.com/article/anora-gotham-awards-movies-league-newsletter.html			
Netflix Announces ‘Fear Street 1988: Prom Queen’ for 2025 Release [Poster]	Meagan Navarro	2024-10-28T18:22:23Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837401/netflix-announces-fear-street-1988-prom-queen-for-2025-release/			
What to stream: Tyler, the Creator, 'The Substance,' Olivia Rodrigo concert film and 'The Diplomat'	The Associated Press	2024-10-28T04:06:34Z	ABC News	https://abcnews.go.com/Technology/wireStory/stream-tyler-creator-substance-olivia-rodrigo-concert-film-115207011			
‘Anora’ review: This improbable fairy tale is a ‘Pretty Woman’ for our time	Michael Phillips	2024-10-28T20:27:18Z	Boston Herald	https://www.bostonherald.com/2024/10/28/anora-review-improbable-fairy-tale-is-a-pretty-woman-for-our-time/			
James Wan Recommends His 15 Favorite Vampire Movies	John Squires	2024-10-28T23:25:44Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837469/james-wan-recommends-his-15-favorite-vampire-movies/			
Halloween Week: These 10 Horror Movies Are Releasing in the Final Week of October!	John Squires	2024-10-28T18:56:47Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837396/halloween-week-these-10-horror-movies-are-releasing-in-the-final-week-of-october/			
The failure of Joker: Folie à Deux is no laughing matter as the musical sequel comes off like a bad joke on PVOD	Steve Seigh	2024-11-06T19:51:12Z	JoBlo.com	https://www.joblo.com/joker-folie-a-deux-pvod/			
‘Nosferatu’ Steps Out From The Oscars Shadows [Contender Countdown]	Gregory Ellwood	2024-11-13T19:39:29Z	Theplaylist.net	https://theplaylist.net/nosferatu-steps-out-from-the-oscars-shadows-20241113/			
What to stream: Tyler, the Creator, 'The Substance,' Olivia Rodrigo concert film and 'The Diplomat'	The Associated Press	2024-10-28T04:14:25Z	ABC News	https://abcnews.go.com/Entertainment/wireStory/stream-tyler-creator-substance-olivia-rodrigo-concert-film-115207009			
How to watch ‘The Substance’ for free just in time for Halloween	Angela Tricarico	2024-10-31T21:36:42Z	New York Post	https://nypost.com/2024/10/31/entertainment/how-to-watch-demi-moore-in-the-substance-for-free/			
Kylie Jenner goes nude channeling Demi Moore in ‘Striptease’ for Halloween — and Moore loves it: ‘Nailed it’	Sean Mandell	2024-10-31T23:53:58Z	New York Post	https://nypost.com/2024/10/31/entertainment/kylie-jenner-goes-naked-channeling-demi-moore-in-striptease-and-moore-loves-it/			
Drag Race UK star claps back at critics of her Substance Halloween costume: ‘What happened to fun?’	Charlie Duncan	2024-10-29T14:55:32Z	Thepinknews.com	https://www.thepinknews.com/2024/10/29/gay-halloween-sminty-drop-the-substance-monstro-elisasue/			
The movies are back — and so are disgusted audiences storming out of them	Sean Mandell	2024-10-24T12:46:08Z	New York Post	https://nypost.com/2024/10/24/entertainment/movies-are-back-and-disgusted-audiences-storming-out-too/			
Here Are the Top 10 Halloween Streamers for 2024	Ethan Alter, Saleah Blancaflor	2024-10-24T10:00:00Z	Adweek	https://www.adweek.com/convergent-tv/top-10-halloween-streamers/			
